sn,sector,company_name,ticker,company_id,year,quarter,period,month,no._of_months,turnoverrevenue_gross_earnings_gross_premium_income_n(k),profit_before_tax_n(k),profit_after_tax_n(k),total_comprehensive_income_n(k),property_plant_and__equipment_n(k),total_asset_n(k),total_liabilities_n(k),issued_share_capital_n(k)
1562,SERVICES,Learn Africa Plc,LEARNAFRCA,88,2017,2,2017:Q2,JUN,6,265387,-318160,-318160,,256468,3859962,1196092,385725
1563,SERVICES,Learn Africa Plc,LEARNAFRCA,88,2017,3,2017:Q3,SEP,9,1773354,209243,142285,,225579,4379039,1331870,385725
1564,SERVICES,Learn Africa Plc,LEARNAFRCA,88,2017,4,2017:Q4,DEC,12,2485531,296689,266886,266886,233910,4388770,1217000,385725
1565,SERVICES,Learn Africa Plc,LEARNAFRCA,88,2018,1,2018:Q1,MAR,3,1380098,372726,253458,,223936,4240698,1254324,385725
1566,SERVICES,Learn Africa Plc,LEARNAFRCA,88,2018,2,2018:Q2,JUN,6,1423090,176832,123782,,235807,5010531,1625413,385725
1567,SERVICES,Learn Africa Plc,LEARNAFRCA,88,2018,3,2018:Q3,SEP,9,2662269,274933,192453,,238140,4694583,1319367,385725
1568,SERVICES,Learn Africa Plc,LEARNAFRCA,88,2019,1,2019:Q1,JUN,3,168578,-188665,-188665,,254803,5276831,2323506,385725
1569,SERVICES,Learn Africa Plc,LEARNAFRCA,88,2019,2,2019:Q2,SEP,6,2036955,537179,370026,,249879,6185158,2505988,385725
1570,SERVICES,Learn Africa Plc,LEARNAFRCA,88,2019,3,2019:Q3,DEC,12,2793480,526412,421130,421130,294456,5144939,1592254,385725
1571,SERVICES,Learn Africa Plc,LEARNAFRCA,88,2019,4,2019:Q4,MAR,15,3479474,379929,161960,161960,243265,5547466,2405475,385725
1572,SERVICES,Learn Africa Plc,LEARNAFRCA,88,2020,4,2020:Q4,MAR,3,79691,-242416,-242416,,291385,4811423,1501155,385725
1573,FINANCIAL SERVICES: INSURANCE,Linkage Assurance Plc,LINKASSURE,89,2015,1,2015:Q1,MAR,3,1292063,839044,671235,671235,1071562,19099481,2804477,3999396
1574,FINANCIAL SERVICES: INSURANCE,Linkage Assurance Plc,LINKASSURE,89,2015,2,2015:Q2,JUN,6,1885386,606378,485102,485102,1067833,20294104,4221313,3999396
1575,FINANCIAL SERVICES: INSURANCE,Linkage Assurance Plc,LINKASSURE,89,2015,3,2015:Q3,SEP,9,2686889,814727,651781,651781,1058139,19921815,3682345,3999396
1576,FINANCIAL SERVICES: INSURANCE,Linkage Assurance Plc,LINKASSURE,89,2015,4,2015:Q4,DEC,12,3681250,929109,512247,721705,1195422,19492236,3182842,3999396
1577,FINANCIAL SERVICES: INSURANCE,Linkage Assurance Plc,LINKASSURE,89,2016,1,2016:Q1,MAR,3,1489954,665682,532546,532546,1013632,20614653,3712209,3999396
1578,FINANCIAL SERVICES: INSURANCE,Linkage Assurance Plc,LINKASSURE,89,2016,2,2016:Q2,JUN,6,2177462,939779,751823,751823,1076195,21872259,4975377,3999396
1579,FINANCIAL SERVICES: INSURANCE,Linkage Assurance Plc,LINKASSURE,89,2016,3,2016:Q3,SEP ,9,3242005,770123,616098,616098,1219026,21264782,4339289,3999396
1580,FINANCIAL SERVICES: INSURANCE,Linkage Assurance Plc,LINKASSURE,89,2016,4,2016:Q4,DEC,12,3960410,942682,544564,223295,1111339,20332447,3799155,3999999
1581,FINANCIAL SERVICES: INSURANCE,Linkage Assurance Plc,LINKASSURE,89,2017,1,2017:Q1,MAR,3,1413531,1778392,1422714,1422714,1371329,23138854,4135037,3999999
1582,FINANCIAL SERVICES: INSURANCE,Linkage Assurance Plc,LINKASSURE,89,2017,2,2017:Q2,JUN,6,2260967,3142593,2514075,2514075,1304172,23993512,4946150,3999999
1583,FINANCIAL SERVICES: INSURANCE,Linkage Assurance Plc,LINKASSURE,89,2017,3,2017:Q3,SEP,9,3153853,2878779,2446962,2446962,1311128,24508137,4056368,3999999
1584,FINANCIAL SERVICES: INSURANCE,Linkage Assurance Plc,LINKASSURE,89,2018,1,2018:Q1,MAR,3,2171960,469193,375354,300284,1328373,24200705,3870484,3999999
1585,FINANCIAL SERVICES: INSURANCE,Linkage Assurance Plc,LINKASSURE,89,2018,2,2018:Q2,JUN,6,2498853,750018,493768,494582,1315124,25510097,5062687,3999999
1586,FINANCIAL SERVICES: INSURANCE,Linkage Assurance Plc,LINKASSURE,89,2018,4,2018:Q4,DEC,12,4942397,134703,-290118,-1632345,1303014,23145508,5225021,3999999
1587,FINANCIAL SERVICES: INSURANCE,Linkage Assurance Plc,LINKASSURE,89,2019,1,2019:Q1,MAR,3,1480368,627520,439264,439158,1449427,24996417,5571299,3999999
1588,FINANCIAL SERVICES: INSURANCE,Linkage Assurance Plc,LINKASSURE,89,2019,2,2019:Q2,JUN,6,3012140,818239,572767,570794,1392105,24896224,6404941,3999999
1589,FINANCIAL SERVICES: INSURANCE,Linkage Assurance Plc,LINKASSURE,89,2019,3,2019:Q3,SEP,9,4600161,866861,591914,588663,1414050,24630712,6121560,3999999
1590,FINANCIAL SERVICES: INSURANCE,Linkage Assurance Plc,LINKASSURE,89,2019,4,2019:Q4,DEC,12,6518964,1350290,930238,927977,1381180,24716894,5850058,3999999
1591,FINANCIAL SERVICES: INSURANCE,Linkage Assurance Plc,LINKASSURE,89,2020,1,2020:Q1,MAR,3,1820189,-340193,-338492,677146,1359798,30797984,8097339,3999999
1592,FINANCIAL SERVICES: INSURANCE,Linkage Assurance Plc,LINKASSURE,89,2020,2,2020:Q2,JUN,6,3763182,915069,550437,15400736,1331339,32529915,8938344,4000000
1593,FINANCIAL SERVICES: INSURANCE,Linkage Assurance Plc,LINKASSURE,89,2020,3,2020:Q3,SEP,9,5802696,1525804,1124956,2438212,1308154,32852261,8671273,4000000
1594,AGRICULTURE,Livestock Feeds Plc,LIVESTOCK,90,2015,1,2015:Q1,MAR,3,1871478,40827,13820,13820,754304,4926867,3705784,1000000
1595,AGRICULTURE,Livestock Feeds Plc,LIVESTOCK,90,2015,2,2015:Q2,JUN,6,4006594,106124,62527,62527,758566,5769241,3922814,1000000
1596,AGRICULTURE,Livestock Feeds Plc,LIVESTOCK,90,2015,3,2015:Q3,SEP,9,6371792,200821,112242,112242,812237,5537481,3664262,1000000
1597,AGRICULTURE,Livestock Feeds Plc,LIVESTOCK,90,2015,4,2015:Q4,DEC,12,8963293,300115,187917,187917,832575,4569513,2620714,1000000
1598,AGRICULTURE,Livestock Feeds Plc,LIVESTOCK,90,2016,1,2016:Q1,MAR,3,2091393,3423,2328,2328,848271,5100931,3149805,1000000
1599,AGRICULTURE,Livestock Feeds Plc,LIVESTOCK,90,2016,2,2016:Q2,JUN,6,4574187,61440,41779,41779,856982,4650664,2674261,1000000
1600,AGRICULTURE,Livestock Feeds Plc,LIVESTOCK,90,2016,3,2016:Q3,SEP ,9,7633808,157858,107344,107344,880738,4402003,2361338,1000000
1601,AGRICULTURE,Livestock Feeds Plc,LIVESTOCK,90,2016,4,2016:Q4,DEC,12,11067161,223990,152281,152281,1070291,7357533,5271930,1000000
1602,AGRICULTURE,Livestock Feeds Plc,LIVESTOCK,90,2017,1,2017:Q1,MAR,3,3122559,25954,17648,17648,1088942,8299191,6196039,1000000
1603,AGRICULTURE,Livestock Feeds Plc,LIVESTOCK,90,2017,2,2017:Q2,JUN,6,592768,-121031,-121031,-121031,1087814,6828501,4719728,1000000
1604,AGRICULTURE,Livestock Feeds Plc,LIVESTOCK,90,2017,3,2017:Q3,SEP,9,8176489,-261792,-261792,261792,1086510,5747554,3184166,1500000
1605,AGRICULTURE,Livestock Feeds Plc,LIVESTOCK,90,2017,4,2017:Q4,DEC,12,10188513,-725803,-725803,-725803,1072080,5260126,3162189,1500000
1606,AGRICULTURE,Livestock Feeds Plc,LIVESTOCK,90,2018,1,2018:Q1,MAR,3,1618489,-102933,-102933,-102933,1040103,5077005,3082001,1500000
1607,AGRICULTURE,Livestock Feeds Plc,LIVESTOCK,90,2018,2,2018:Q2,JUN,6,3369245,-229122,-229122,-229122,1049636,4411092,2395195,1500000
1608,AGRICULTURE,Livestock Feeds Plc,LIVESTOCK,90,2018,3,2018:Q3,SEP,9,5509921,-475291,-475291,-475291,1037838,3763108,2140461,1500000
1609,AGRICULTURE,Livestock Feeds Plc,LIVESTOCK,90,2018,4,2018:Q4,DEC,12,7834018,-761227,-620311,-620311,993608,3944419,2481179,1500000
1610,AGRICULTURE,Livestock Feeds Plc,LIVESTOCK,90,2019,1,2019:Q1,MAR,3,2401498,14011,9528,9528,952662,3841152,2368384,1500000
1611,AGRICULTURE,Livestock Feeds Plc,LIVESTOCK,90,2019,2,2019:Q2,JUN,6,4829648,-6583,-6583,-6583,909803,4014157,2557499,1500000
1612,AGRICULTURE,Livestock Feeds Plc,LIVESTOCK,90,2019,3,2019:Q3,SEP,9,7431223,14086,9578,9578,878410,3448529,1975710,1500000
1613,AGRICULTURE,Livestock Feeds Plc,LIVESTOCK,90,2019,4,2019:Q4,DEC,12,9945457,51024,34696,34696,858973,3949091,2451154,1500000
1614,AGRICULTURE,Livestock Feeds Plc,LIVESTOCK,90,2020,1,2020:Q1,MAR,3,2468119,59554,40497,40497,827348,4381881,2771792,1500000
1615,AGRICULTURE,Livestock Feeds Plc,LIVESTOCK,90,2020,2,2020:Q2,JUN,6,4919611,138731,94337,94337,789785,3697057,2033127,1500000
1616,AGRICULTURE,Livestock Feeds Plc,LIVESTOCK,90,2020,3,2020:Q3,SEP,9,7988456,330594,224804,224804,762648,3092426,1298030,1500000
1617,HEALTHCARE,May &Baker Nigeria Plc ,MAYBAKER,92,2015,1,2015:Q1,MAR,3,1521331,-42173,-42173,-42173,4226790,7778012,4727638,490000
1618,HEALTHCARE,May &Baker Nigeria Plc ,MAYBAKER,92,2015,2,2015:Q2,JUN,6,3408748,43726,29734,29734,4154988,7636067,4557886,490000
1619,HEALTHCARE,May &Baker Nigeria Plc ,MAYBAKER,92,2015,3,2015:Q3,SEP,9,5283825,60628,41227,41227,4074084,7818715,4733941,490000
1620,HEALTHCARE,May &Baker Nigeria Plc ,MAYBAKER,92,2015,4,2015:Q4,DEC,12,7568466,142397,68033,68033,4300147,8236737,5125158,490000
1621,HEALTHCARE,May &Baker Nigeria Plc ,MAYBAKER,92,2016,1,2016:Q1,MAR,3,1824413,36358,24723,24723,4263919,7544922,4408619,490000
1622,HEALTHCARE,May &Baker Nigeria Plc ,MAYBAKER,92,2016,2,2016:Q2,JUN,6,3702933,44248,30089,30089,4191991,7235705,4152836,490000
1623,HEALTHCARE,May &Baker Nigeria Plc ,MAYBAKER,92,2016,3,2016:Q3,SEP ,9,5944052,66238,44397,44397,4071839,7549505,4452327,490000
1624,HEALTHCARE,May &Baker Nigeria Plc ,MAYBAKER,92,2016,4,2016:Q4,DEC,12,8469359,345939,-41094,-41094,3987172,8619721,5608035,490000
1625,HEALTHCARE,May &Baker Nigeria Plc ,MAYBAKER,92,2017,1,2017:Q1,MAR,3,2362156,35502,24141,24141,3889282,8888160,5852334,490000
1626,HEALTHCARE,May &Baker Nigeria Plc ,MAYBAKER,92,2017,2,2017:Q2,JUN,6,4465812,139506,94864,94864,3812212,7354270,4306520,490000
1627,HEALTHCARE,May &Baker Nigeria Plc ,MAYBAKER,92,2017,3,2017:Q3,SEP,9,6926118,322393,218506,218506,3749646,7261865,4090474,490000
1628,HEALTHCARE,May &Baker Nigeria Plc ,MAYBAKER,92,2018,1,2018:Q1,MAR,3,2182015,249320,162058,404572,3334050,7779906,4051582,490000
1629,HEALTHCARE,May &Baker Nigeria Plc ,MAYBAKER,92,2018,2,2018:Q2,JUN,6,4609030,388902,264454,601375,3415063,7145263,3441388,490000
1630,HEALTHCARE,May &Baker Nigeria Plc ,MAYBAKER,92,2018,3,2018:Q3,SEP,9,6540805,609936,414756,744330,3444790,7347390,3516905,490000
1631,HEALTHCARE,May &Baker Nigeria Plc ,MAYBAKER,92,2018,4,2018:Q4,DEC,12,8552163,817912,585200,585200,3504599,8102078,4484676,490000
1632,HEALTHCARE,May &Baker Nigeria Plc ,MAYBAKER,92,2019,1,2019:Q1,MAR,3,1868823,196456,133590,133590,3516068,9874153,4328287,862617
1633,HEALTHCARE,May &Baker Nigeria Plc ,MAYBAKER,92,2019,2,2019:Q2,JUN,6,4055680,427687,290827,290827,3550832,10547366,5172124,862617
1634,HEALTHCARE,May &Baker Nigeria Plc ,MAYBAKER,92,2019,3,2019:Q3,SEP,9,5914541,696437,473577,473577,3610817,9578630,4020638,862617
1635,HEALTHCARE,May &Baker Nigeria Plc ,MAYBAKER,92,2019,4,2019:Q4,DEC,12,8080507,924824,628880,628880,4181455,9348188,3632892,862617
1636,HEALTHCARE,May &Baker Nigeria Plc ,MAYBAKER,92,2020,1,2020:Q1,MAR,3,1829408,62939,42798,42798,4075755,10840027,4924371,862617
1637,HEALTHCARE,May &Baker Nigeria Plc ,MAYBAKER,92,2020,2,2020:Q2,JUN,6,4072366,645421,4388886,438886,4068099,11396389,5515955,862617
1638,HEALTHCARE,May &Baker Nigeria Plc ,MAYBAKER,92,2020,3,2020:Q3,SEP,9,6438066,1002546,681731,681731,3987984,13880674,7757394,862617
1639,CONSUMER GOODS,McNichols Plc ,MCNICHOLS,93,2015,1,2015:Q1,MAR,3,155569.436,11284.399,10135.666,10135.666,279591.444,345037.127,112953.52,135000
1640,CONSUMER GOODS,McNichols Plc ,MCNICHOLS,93,2015,2,2015:Q2,JUN,6,485553.381,35364.434,32164.962,32164.962,293294.356,422049.937,167937.033,135000
1641,CONSUMER GOODS,McNichols Plc ,MCNICHOLS,93,2015,3,2015:Q3,SEP,9,753206.89,51075.875,47191.433,47191.433,298797.359,404428.343,135288.968,148500
1642,CONSUMER GOODS,McNichols Plc ,MCNICHOLS,93,2015,4,2015:Q4,DEC,12,1009806.763,65276.33,60337.718,49269.909,266505.592,420149.791,159695.433,148500
1643,CONSUMER GOODS,McNichols Plc ,MCNICHOLS,93,2016,1,2016:Q1,MAR,3,246687.257,15769.384,13039.993,13039.993,259142.164,429506.609,156017.257,148500
1644,CONSUMER GOODS,McNichols Plc ,MCNICHOLS,93,2016,2,2016:Q2,JUN,6,554697.997,42565.734,35817.594,35817.594,301634.918,431569.895,135309.592,148500
1645,CONSUMER GOODS,McNichols Plc ,MCNICHOLS,93,2016,3,2016:Q3,SEP ,9,847397.704,61110.789,51168.408,51168.408,367910.32,463641.056,152029.939,163350
1646,CONSUMER GOODS,McNichols Plc ,MCNICHOLS,93,2016,4,2016:Q4,DEC,12,1093805.288,70181.03,57848.754,55932.163,318804.876,475140.932,173607.435,163350
1647,CONSUMER GOODS,McNichols Plc ,MCNICHOLS,93,2017,1,2017:Q1,MAR,3,239742.093,8734.756,6653.325,6653.325,326620.006,491407.487,180894.211,163350
1648,CONSUMER GOODS,McNichols Plc ,MCNICHOLS,93,2017,2,2017:Q2,JUN,6,470811.904,18544.9,14278.642,14278.642,326131.157,496593.898,176458.769,163350
1649,CONSUMER GOODS,McNichols Plc ,MCNICHOLS,93,2017,4,2017:Q4,DEC,12,967193.655,41520.583,38227.647,34049.259,384041.625,539237.536,213458.803,163350
1650,CONSUMER GOODS,McNichols Plc ,MCNICHOLS,93,2018,1,2018:Q1,MAR,3,204764.902,7662.22,5836.08,5836.08,399842.579,823833.811,494826.596,163350
1651,CONSUMER GOODS,McNichols Plc ,MCNICHOLS,93,2018,3,2018:Q3,SEP,9,640959.372,35722.18,27863.3,27863.3,386256.892,832914.727,484292.778,163350
1652,CONSUMER GOODS,McNichols Plc ,MCNICHOLS,93,2018,4,2018:Q4,DEC,12,786912.331,42602.246,39240.912,40849.692,379042.738,825689.552,492536.938,163350
1653,CONSUMER GOODS,McNichols Plc ,MCNICHOLS,93,2019,1,2019:Q1,MAR,3,179340.844,10022.936,8185.059,8185.059,368528.966,809302.932,467490.062,163350
1654,CONSUMER GOODS,McNichols Plc ,MCNICHOLS,93,2019,2,2019:Q2,JUN,6,355457,15441,12673,12673,357564,801670,457984,163350
1655,CONSUMER GOODS,McNichols Plc ,MCNICHOLS,93,2019,3,2019:Q3,SEP,9,527407.088,18831.004,15443.583,15443.583,347637.024,741968.226,396542.581,163350
1656,CONSUMER GOODS,McNichols Plc ,MCNICHOLS,93,2019,4,2019:Q4,DEC,12,679128.236,20223.751,18583.751,18583.751,337771.24,723759.379,378971.455,163350
1657,CONSUMER GOODS,McNichols Plc ,MCNICHOLS,93,2020,1,2020:Q1,MAR,3,169123.603,7630.366,6231.208,6231.208,341695.49,523098.422,170528.209,163350
1658,CONSUMER GOODS,McNichols Plc ,MCNICHOLS,93,2020,2,2020:Q2,JUN,6,317648.141,14036.806,11758.806,11758.806,332921.026,527558.841,169491.173,163350
1659,CONSUMER GOODS,McNichols Plc ,MCNICHOLS,93,2020,3,2020:Q3,SEP,9,561848.953,19072.809,,15977.528,340615.049,658052.126,303238.307,163350
1660,INDUSTRIAL GOODS,Meyer Plc ,MEYER,94,2015,3,2015:Q3,SEP,9,836963,-71959,-75745,-75745,1653615,2328334,1643045,145745
1661,INDUSTRIAL GOODS,Meyer Plc ,MEYER,94,2015,4,2015:Q4,DEC,12,1187236,60459,52860,52860,1653615,2328334,1643045,145745
1662,INDUSTRIAL GOODS,Meyer Plc,MEYER,94,2016,1,2016:Q1,MAR,3,349236,29963,19776,19776,,,,145745
1663,INDUSTRIAL GOODS,Meyer Plc,MEYER,94,2016,2,2016:Q2,JUN,6,614055,9440,6419,6419,,,,145745
1664,INDUSTRIAL GOODS,Meyer Plc ,MEYER,94,2016,3,2016:Q3,SEP ,9,837192,-67708,-71725,-71725,1621021,2247969,1634405,145745
1665,INDUSTRIAL GOODS,Meyer Plc,MEYER,94,2016,4,2016:Q4,DEC,12,1091000,-215832,-219196,-219196,1605859,2205516,1739423,145745
1666,INDUSTRIAL GOODS,Meyer Plc,MEYER,94,2017,1,2017:Q1,MAR,3,261944,-64980,-64980,-64980,1597084,2145196,1744083,145745
1670,INDUSTRIAL GOODS,Meyer Plc,MEYER,94,2017,1,2017:Q4,DEC,12,1097061,-264809,-267844,-267844,1600155,1917776,1572517,248864
1667,INDUSTRIAL GOODS,Meyer Plc,MEYER,94,2017,2,2017:Q2,JUN,6,519514,-98259,-98259,-98259,1588596,2191057,1676213,248864
1668,INDUSTRIAL GOODS,Meyer Plc,MEYER,94,2017,3,2017:Q3,SEP,9,778243,-156584,-156584,-156584,1587203,2155844,1699326,248864
1669,INDUSTRIAL GOODS,Meyer Plc,MEYER,94,2018,1,2018:Q1,MAR,3,244501,-61289,-61289,-61289,1590837,2083736,1799761,248864
1671,INDUSTRIAL GOODS,Meyer Plc,MEYER,94,2018,2,2018:Q2,JUN,6,512990,-93920,-93920,-93920,1581485,2012527,1761189,248864
1672,INDUSTRIAL GOODS,Meyer Plc,MEYER,94,2018,3,2018:Q3,SEP,9,752461,186107,186107,186107,1569077,2027096,1495730,248864
1673,INDUSTRIAL GOODS,Meyer Plc,MEYER,94,2018,4,2018:Q4,DEC,12,970134,182302,319187,318187,1564566,1865942,1202699,248864
1674,INDUSTRIAL GOODS,Meyer Plc,MEYER,94,2019,1,2019:Q1,MAR,3,327629,-292,-292,-292,1558534,2812330,2149379,248864
1675,INDUSTRIAL GOODS,Meyer Plc,MEYER,94,2019,2,2019:Q2,JUN,6,604454,-27314,-29581,-29581,1561553,3769230,3134351,248864
1676,INDUSTRIAL GOODS,Meyer Plc,MEYER,94,2019,3,2019:Q3,SEP,9,858318,-30846,-34065,-34065,1561928,3550126,792940,248864
1677,INDUSTRIAL GOODS,Meyer Plc,MEYER,94,2019,4,2019:Q4,DEC,12,1106117,-921,-5068,-5068,271470,3689781,3030391,248864
1678,INDUSTRIAL GOODS,Meyer Plc,MEYER,94,2020,1,2020:Q1,MAR,3,264405,-24000,-24991,-24991,298528,3768903,3144249,248864
1679,INDUSTRIAL GOODS,Meyer Plc,MEYER,94,2020,2,2020:Q2,JUN,6,393964,-59255,-60732,-60732,294557,3757030,3168116,248864
1680,INDUSTRIAL GOODS,Meyer Plc,MEYER,94,2020,3,2020:Q3,SEP,9,566511,-98233,-100528,-100528,291813,4286507,3737389,248864
1681,OIL AND GAS,Mobil Oil Nigeria Plc,MOBIL,95,2015,1,2015:Q1,MAR,3,16499158,2066751,1488794,1488794,7211972,53002067,37963823,180298
1682,OIL AND GAS,Mobil Oil Nigeria Plc,MOBIL,95,2015,2,2015:Q2,JUN,6,31828211,4111509,2910492,2910492,7179288,48911796,34831783,180298
1683,OIL AND GAS,Mobil Oil Nigeria Plc,MOBIL,95,2015,3,2015:Q3,SEP,9,45326443,5247839,3649589,3649589,7405359,50047009,35227899,180298
1684,OIL AND GAS,Mobil Oil Nigeria Plc,MOBIL,95,2015,4,2015:Q4,DEC ,12,64220901,6906322,4872929,4193880,7612813,54072089,38708688,180298
1685,OIL AND GAS,Mobil Oil Nigeria Plc,MOBIL,95,2016,1,2016:Q1,MAR,3,22680518,2687156,1816012,1816012,7515840,56478879,39299466,180298
1686,OIL AND GAS,Mobil Oil Nigeria Plc,MOBIL,95,2016,2,2016:Q2,JUN,6,50258003,6508893,4416144,4416144,7487204,55666432,38483173,180298
1687,OIL AND GAS,Mobil Oil Nigeria Plc,MOBIL,95,2016,3,2016:Q3,SEP ,9,71868603,8476012,5744002,5744002,7648337,57397709,38886593,180298
1688,OIL AND GAS,Mobil Oil Nigeria Plc,MOBIL,95,2016,4,2016:Q4,DEC,12,94107683,12019892,8154293,8690381,7936960,61701329,40243833,180298
1689,OIL AND GAS,Mobil Oil Nigeria Plc,MOBIL,95,2017,1,2017:Q1,MAR,3,25168711,43335,13059,1280421,7999810,59048106,36310189,180298
1690,OIL AND GAS,Mobil Oil Nigeria Plc,MOBIL,95,2017,2,2017:Q2,JUN,6,56217639,3680754,2473751,3741113,8023035,58065697,35751850,180298
1691,OIL AND GAS,11 Plc,MOBIL,95,2017,3,2017:Q3,SEP,9,88246345,6826796,4593568,5860930,7956225,59914498,34880834,180298
1692,OIL AND GAS,11 Plc,MOBIL,95,2017,4,2017:Q4,DEC,12,125257108,11137886,7518733,8786095,8780077,74848928,47290099,180298
1693,OIL AND GAS,11 Plc,MOBIL,95,2018,1,2018:Q1,MAR,3,45076048,4076741,2756174,2756174,9001041,71544423,41429420,180298
1694,OIL AND GAS,11 Plc,MOBIL,95,2018,2,2018:Q2,JUN,6,83910993,8059596,5448350,5448350,9503473,72933837,43011420,180298
1695,OIL AND GAS,11 Plc,MOBIL,95,2018,3,2018:Q3,SEP,9,125042202,11646326,7871134,7871134,10432074,69541431,37196230,180298
1696,OIL AND GAS,11 Plc,MOBIL,95,2018,4,2018:Q4,DEC,12,164609535,13695459,9328935,9328935,10923166,70660798,36888023,194678
1697,OIL AND GAS,11 Plc,MOBIL,95,2019,1,2019:Q1,MAR,3,46072471,3018048,2039875,2039875,12843832,81399857,45588207,180298
1698,OIL AND GAS,11 Plc,MOBIL,95,2019,2,2019:Q2,JUN,6,92805286,6186284,4173180,4173180,12930128,74378432,39407388,180298
1699,OIL AND GAS,11 Plc,MOBIL,95,2019,3,2019:Q3,SEP,9,141510790,9402557,6343498,6343498,50579000,78244954,41103592,180298
1700,OIL AND GAS,11 Plc,MOBIL,95,2019,4,2019:Q4,DEC,12,191676329,13123175,8855716,8855716,28377610,91199285,51545705,180298
1701,HEALTHCARE,Morison Industries Plc,MORISON,96,2015,1,2015:Q1,MAR,3,45731,-3574,-3574,,,437668,110682,76090
1702,HEALTHCARE,Morison Industries Plc,MORISON,96,2015,2,2015:Q2,JUN,6,85887,-9638,-9638,,,430989,110066,76090
1703,HEALTHCARE,Morison Industries Plc,MORISON,96,2015,3,2015:Q3,SEP,9,142254,-9220,-9220,,,425350,104008,76090
1704,HEALTHCARE,Morison Industries Plc,MORISON,96,2015,4,2015:Q4,DEC,12,183348,-46106,-108500,,334128,422741,200680,76090
1705,HEALTHCARE,Morison Industries Plc,MORISON,96,2016,1,2016:Q1,MAR,3,37648,-15003,-15003,-15003,347507,442685,235627,76090
1706,HEALTHCARE,Morison Industries Plc,MORISON,96,2016,2,2016:Q2,JUN,6,79064,-21238,-21238,-21238,,445634,244254,76090
1707,HEALTHCARE,Morison Industries Plc,MORISON,96,2016,3,2016:Q3,SEP ,9,112252,-54866,-54866,-54866,,430230,244629,76090
1708,HEALTHCARE,Morison Industries Plc,MORISON,96,2016,4,2016:Q4,DEC,12,132280,-78585,-78585,-78585,347429,412896,269420,76090
1709,HEALTHCARE,Morison Industries Plc,MORISON,96,2017,1,2017:Q1,MAR,3,17996,-18800,-18800,-18800,342332,411804,287128,76090
1710,HEALTHCARE,Morison Industries Plc,MORISON,96,2017,2,2017:Q2,JUN,6,55301,-60684,-60684,-60684,336638,553623,470831,76090
1711,HEALTHCARE,Morison Industries Plc,MORISON,96,2017,4,2017:Q4,DEC,12,151369,-181178,-181178,-181178,338487,543346,581048,76090
1712,HEALTHCARE,Morison Industries Plc.,MORISON,96,2018,1,2018:Q1,MAR,3,19597,-38460,-38460,-38460,332368,674109,268792,494581
1713,HEALTHCARE,Morison Industries Plc,MORISON,96,2018,2,2018:Q2,JUN,6,75957,-67661,-67661,-67661,360646,604696,228580,494581
1714,HEALTHCARE,Morison Industries Plc,MORISON,96,2018,3,2018:Q3,SEP,9,90962,-108689,-108689,-108689,352662,579970,244882,494582
1715,HEALTHCARE,Morison Industries Plc,MORISON,96,2018,4,2018:Q4,DEC,12,138190,-188634,-190082,-190082,344346,539873,286179,494580
1716,HEALTHCARE,Morison Industries Plc,MORISON,96,2019,1,2019:Q1,MAR,3,25337,-30815,-30815,-30815,336072,518082,295880,494581
1717,HEALTHCARE,Morison Industries Plc,MORISON,96,2019,2,2019:Q2,JUN,6,44097,-59184,-59184,-61027,327799,493372,300704,494581
1718,HEALTHCARE,MORISON INDUSTRIES PLC.,MORISON,96,2019,3,2019:Q3,SEP,9,73129,-80329,-80329,-80890,319524,479592,308788,494581
1719,HEALTHCARE,MORISON INDUSTRIES PLC.,MORISON,96,2019,4,2019:Q4,DEC,12,94122,-99397,-99397,-102275,312977,448508,297089,494581
1720,HEALTHCARE,MORISON INDUSTRIES PLC.,MORISON,96,2020,1,2020:Q1,MAR,3,38837,-13157,-13157,-13157,305583,439758,303378,494580
1721,HEALTHCARE,MORISON INDUSTRIES PLC.,MORISON,96,2020,2,2020:Q2,JUN,6,67526,-33304,-33304,-33304,297905,442087,326416,494581
1722,HEALTHCARE,MORISON INDUSTRIES PLC.,MORISON,96,2020,3,2020:Q3,SEP,9,98229,46512,-46512,-46512,-289815,426705,324243,494581
1723,OIL AND GAS,MRS Oil Nigeria Plc,MRS,97,2015,1,2015:Q1,MAR,3,21339069,-734515,-919829,-919829,19948112,57373237,38074945,126994
1724,OIL AND GAS,MRS Oil Nigeria Plc,MRS,97,2015,2,2015:Q2,JUN,6,36984769,64447,37599,37599,19688103,56816926,36561206,126994
1725,OIL AND GAS,MRS Oil Nigeria Plc,MRS,97,2015,3,2015:Q3,SEP,9,64590068,1259631,730586,730586,19389043,74187705,53430178,126994
1726,OIL AND GAS,MRS Oil Nigeria Plc,MRS,97,2015,4,2015:Q4,DEC,12,87099216,1460843,935625,935625,19053705,66896741,45916417,126994
